Unnamed: 0,tconst,ordering,nconst,category,job,characters
27583096,tt1821681,6,nm3061574,actress,\N,"[""Amelia Robbins""]"
27583097,tt1821681,7,nm0254862,actor,\N,"[""Trevor Wilcox""]"
27583098,tt1821681,8,nm0846548,actor,\N,"[""Guillermo Ortiz""]"
27583099,tt1821681,9,nm0004742,actress,\N,"[""Lucy Robbins""]"
28150518,tt1853739,10,nm1262626,composer,\N,\N
28150519,tt1853739,1,nm1801800,actress,\N,"[""Erin""]"
28150520,tt1853739,2,nm1846132,actor,\N,"[""Drake""]"
28150521,tt1853739,3,nm1410105,actor,\N,"[""Crispian""]"
28150522,tt1853739,4,nm2431167,actor,\N,"[""Felix""]"
28150523,tt1853739,5,nm1417392,director,\N,\N
28150524,tt1853739,6,nm1440023,writer,written by,\N
28150525,tt1853739,7,nm2384784,producer,producer,\N
28150526,tt1853739,8,nm2096462,producer,producer,\N
28150527,tt1853739,9,nm2980861,producer,producer,\N
28285228,tt1865718,10,nm0877203,actor,\N,"[""Toby Determined"",""Additional Voices"",""Young Toby Determined""]"
28285229,tt1865718,1,nm0728762,actor,\N,"[""Dipper Pines"",""Additional Voices"",""Clones""]"
28285230,tt1865718,2,nm3229215,actor,\N,"[""Grunkle Stan"",""Soos"",""Additional Voices""]"
28285231,tt1865718,3,nm1102891,actress,\N,"[""Mabel Pines""]"
28285232,tt1865718,4,nm0004802,actress,\N,"[""Wendy Corduroy"",""Additional Voices""]"
28285233,tt1865718,5,nm0724656,actor,\N,"[""Sheriff Blubs"",""Additional Voices"",""Chutzpar""]"
28285234,tt1865718,6,nm1480095,actor,\N,"[""Additional Voices"",""Abuelita"",""Sprott""]"
28285235,tt1865718,7,nm1312566,actress,\N,"[""Additional Voices"",""Priscilla Northwest"",""Shandra Jimenez""]"
28285236,tt1865718,8,nm0224007,actor,\N,"[""Manly Dan"",""Additional Voices"",""Dad on Pier""]"
28285237,tt1865718,9,nm1584992,actor,\N,"[""Deputy Durland"",""Additional Voices"",""Glurk""]"
28723473,tt1910272,10,nm0848801,actress,\N,"[""Suzuha Amane""]"
28723474,tt1910272,1,nm1465001,actor,\N,"[""Rintarou Okabe""]"
28723475,tt1910272,2,nm1411540,actress,\N,"[""Kurisu Makise""]"
28723476,tt1910272,3,nm2573928,actress,\N,"[""Mayuri Shiina""]"
28723477,tt1910272,4,nm3950075,actress,\N,"[""Mayuri Shiina""]"
28723478,tt1910272,5,nm2057312,actor,\N,"[""Rintarou Okabe"",""Rintaro Okabe""]"
28723479,tt1910272,6,nm2986974,actress,\N,"[""Kurisu Makise"",""Makise"",""Kurisu Makine""]"
28723480,tt1910272,7,nm0782840,actor,\N,"[""Itaru Hashida""]"
28723481,tt1910272,8,nm4535080,actor,\N,"[""Daru""]"
28723482,tt1910272,9,nm0473873,actress,\N,"[""Suzuha Amane"",""Suzuha""]"
29144673,tt1951264,10,nm0453091,producer,producer,\N
29144674,tt1951264,1,nm2225369,actress,\N,"[""Katniss Everdeen""]"
29144683,tt1951264,2,nm1242688,actor,\N,"[""Peeta Mellark""]"
29144684,tt1951264,3,nm2955013,actor,\N,"[""Gale Hawthorne""]"
29144693,tt1951264,4,nm0000450,actor,\N,"[""Plutarch Heavensbee""]"
29144694,tt1951264,5,nm1349376,director,\N,\N
29144695,tt1951264,6,nm0064479,writer,screenplay,\N
29144696,tt1951264,7,nm1578335,writer,screenplay,\N
29144705,tt1951264,8,nm1056741,writer,"novel ""Catching Fire""",\N
29144706,tt1951264,9,nm1749221,producer,producer,\N
30600298,tt2094064,10,nm2754766,production_designer,\N,\N
30600299,tt2094064,1,nm0219206,actor,\N,"[""Benedick""]"
30600300,tt2094064,2,nm0009918,actress,\N,"[""Beatrice""]"
30600301,tt2094064,3,nm0469823,actor,\N,"[""Claudio""]"
30600302,tt2094064,4,nm4711616,actress,\N,"[""Hero""]"
30600303,tt2094064,5,nm0923736,director,\N,\N
30600304,tt2094064,6,nm0000636,writer,based on the play by,\N
30600305,tt2094064,7,nm4740874,producer,producer,\N
30600306,tt2094064,8,nm0402870,cinematographer,\N,\N
30600307,tt2094064,9,nm3354467,editor,\N,\N
30643075,tt2100546,10,nm0841532,writer,based on the characters created by,\N
30643076,tt2100546,1,nm0005380,actor,\N,"[""Manny""]"
30643077,tt2100546,2,nm0000491,actor,\N,"[""Sid""]"
30643078,tt2100546,3,nm0001459,actor,\N,"[""Diego""]"
30643079,tt2100546,4,nm0001451,actress,\N,"[""Ellie""]"
30643080,tt2100546,5,nm0228327,director,\N,\N
30643081,tt2100546,6,nm3508936,writer,based on the characters created by,\N
30643082,tt2100546,7,nm0310087,writer,based on the characters created by,\N
30643083,tt2100546,8,nm0363958,writer,\N,\N
30643084,tt2100546,9,nm0718514,writer,\N,\N
30758560,tt2118624,10,nm4613059,composer,\N,\N
30758561,tt2118624,1,nm3920288,actress,\N,"[""Max Cartwright""]"
30758562,tt2118624,2,nm0015196,actress,\N,"[""Nancy"",""Amanda Cartwright""]"
30758563,tt2118624,3,nm2796745,actor,\N,"[""Kurt""]"
30758564,tt2118624,4,nm3042755,actor,\N,"[""Duncan""]"
30758565,tt2118624,5,nm0833889,director,\N,\N
30758566,tt2118624,6,nm4784201,writer,written by,\N
30758567,tt2118624,7,nm0588679,writer,written by,\N
30758568,tt2118624,8,nm0518757,producer,producer,\N
30758569,tt2118624,9,nm1003921,producer,producer,\N
31218520,tt2211129,10,nm0226813,actor,\N,"[""Jody Kimball-Kinney""]"
31218521,tt2211129,1,nm1411676,actress,\N,"[""Mindy Lahiri""]"
31218522,tt2211129,2,nm0054697,actor,\N,"[""Morgan Tookers"",""Morgan""]"
31218523,tt2211129,3,nm2819460,actor,\N,"[""Jeremy Reed""]"
31218524,tt2211129,4,nm0582149,actor,\N,"[""Danny Castellano""]"
31218525,tt2211129,5,nm2837872,actress,\N,"[""Tamra Webb""]"
31218526,tt2211129,6,nm0335275,actress,\N,"[""Beverly"",""Beverley""]"
31218527,tt2211129,7,nm1269723,actor,\N,"[""Peter Prentice""]"
31218528,tt2211129,8,nm2419994,actress,\N,"[""Betsy Putch""]"
31218529,tt2211129,9,nm3833084,actress,\N,"[""Colette Kimball-Kinney""]"
31288415,tt2226342,10,nm2963874,actress,\N,"[""Valentina Diaz""]"
31288416,tt2226342,1,nm0651067,actress,\N,"[""Marisol Suarez""]"
31288417,tt2226342,2,nm1268158,actress,\N,"[""Rosie Falta""]"
31288418,tt2226342,3,nm0761052,actress,\N,"[""Carmen Luna""]"
31288419,tt2226342,4,nm0721332,actress,\N,"[""Zoila Diaz""]"
31288420,tt2226342,5,nm0156100,writer,created for American television by,\N
31288421,tt2226342,6,nm0936607,actress,\N,"[""Evelyn Powell""]"
31288422,tt2226342,7,nm0410464,actor,\N,"[""Adrian Powell""]"
31288423,tt2226342,8,nm0005424,actor,\N,"[""Spence Westmore""]"
31288424,tt2226342,9,nm0005166,actress,\N,"[""Genevieve Delatour""]"
31333289,tt2235759,10,nm4802683,actor,\N,"[""Arkady"",""Akrady""]"
31333290,tt2235759,1,nm1102577,actress,\N,"[""Catherine""]"
31333291,tt2235759,2,nm0396558,actor,\N,"[""Peter"",""Pugachev""]"
31333292,tt2235759,3,nm4555381,actress,\N,"[""Marial""]"
31333293,tt2235759,4,nm0223527,actor,\N,"[""Orlo""]"
31333294,tt2235759,5,nm1110111,writer,created by,\N
31333295,tt2235759,6,nm3152605,actor,\N,"[""Grigor"",""Grigor Dymov""]"
31333296,tt2235759,7,nm0324134,actor,\N,"[""Archbishop""]"
31333297,tt2235759,8,nm0388061,actor,\N,"[""Velementov""]"
31333298,tt2235759,9,nm1154776,actress,\N,"[""Aunt Elizabeth""]"
32596900,tt2586120,10,nm1743738,composer,\N,\N
32596901,tt2586120,1,nm0774386,actor,\N,"[""Gigi Vanoirbeek""]"
32596902,tt2586120,2,nm2650819,actress,\N,"[""Bibi Delhany""]"
32596903,tt2586120,3,nm0211841,actor,\N,"[""Freddy Delhany""]"
32596904,tt2586120,4,nm1417249,actor,\N,"[""Serge Flamand""]"
32596905,tt2586120,5,nm1742427,director,\N,\N
32596906,tt2586120,6,nm0081179,writer,\N,\N
32596907,tt2586120,7,nm4380548,writer,\N,\N
32596908,tt2586120,8,nm1118769,producer,producer,\N
32596909,tt2586120,9,nm1494530,producer,producer,\N
32758413,tt2654620,10,nm0535019,actress,\N,"[""Kelly Goodweather""]"
32758414,tt2654620,1,nm1015684,actor,\N,"[""Ephraim Goodweather""]"
32758415,tt2654620,2,nm0103195,actor,\N,"[""Abraham Setrakian""]"
32758416,tt2654620,3,nm0243806,actor,\N,"[""Vasiliy Fet""]"
32758417,tt2654620,4,nm0404993,actor,\N,"[""Eldritch Palmer"",""The Master""]"
32758418,tt2654620,5,nm0868219,writer,created by,\N
32758419,tt2654620,6,nm2353561,writer,created by,\N
32758420,tt2654620,7,nm0759898,actor,\N,"[""Thomas Eichorst""]"
32758421,tt2654620,8,nm4205710,actor,\N,"[""Augustin 'Gus' Elizalde""]"
32758422,tt2654620,9,nm2055792,actress,\N,"[""Dutch Velders""]"
32772354,tt2660806,10,nm0005060,actress,\N,"[""Tammy""]"
32772355,tt2660806,1,nm0005049,actress,\N,"[""Bonnie""]"
32772356,tt2660806,2,nm0267506,actress,\N,"[""Christy""]"
32772357,tt2660806,3,nm0448252,actress,\N,"[""Marjorie""]"
32772358,tt2660806,4,nm1305105,actress,\N,"[""Wendy"",""Janice""]"
32772359,tt2660806,5,nm0743048,writer,created by,\N
32772360,tt2660806,6,nm0331212,writer,created by,\N
32772361,tt2660806,7,nm0521143,writer,created by,\N
32772362,tt2660806,8,nm0005326,actress,\N,"[""Jill""]"
32772363,tt2660806,9,nm0001209,actor,\N,"[""Adam""]"
32852845,tt2705602,10,nm0828980,actress,\N,"[""The Oracle""]"
32852846,tt2705602,1,nm0004692,actor,\N,"[""Hercules""]"
32852847,tt2705602,2,nm3214649,actor,\N,"[""Jason""]"
32852848,tt2705602,3,nm3016166,actor,\N,"[""Pythagoras""]"
32852849,tt2705602,4,nm4408716,actress,\N,"[""Ariadne""]"
32852850,tt2705602,5,nm1882744,writer,created by,\N
32852851,tt2705602,6,nm0999606,writer,created by,\N
32852852,tt2705602,7,nm0614414,writer,created by,\N
32852853,tt2705602,8,nm0661703,actress,\N,"[""Pasiphae""]"
32852854,tt2705602,9,nm0740383,actress,\N,"[""Medusa""]"
33077195,tt2802850,10,nm0000191,actor,\N,"[""Emmit Stussy"",""Ray Stussy"",""Android Minsky's Scientist Companion""]"
33077196,tt2802850,1,nm0000671,actor,\N,"[""Lorne Malvo"",""Voice Over""]"
33077197,tt2802850,2,nm0293509,actor,\N,"[""Lester Nygaard"",""Narrator""]"
33077198,tt2802850,3,nm2798112,actress,\N,"[""Molly Solverson""]"
33077199,tt2802850,4,nm0004988,actor,\N,"[""Gus Grimly""]"
33077200,tt2802850,5,nm1279638,writer,created for television by,\N
33077201,tt2802850,6,nm2341751,actor,\N,"[""Mr. Wrench""]"
33077202,tt2802850,7,nm0940158,actor,\N,"[""Mike Milligan""]"
33077203,tt2802850,8,nm0542668,actor,\N,"[""Gale Kitchen""]"
33077204,tt2802850,9,nm0000379,actress,\N,"[""Peggy Blumquist""]"
33203375,tt2861424,10,nm2466457,actor,\N,"[""Additional Voices"",""Alien"",""Alien #1""]"
33203376,tt2861424,1,nm1551598,actor,\N,"[""Rick Sanchez"",""Morty Smith"",""Morty""]"
33203377,tt2861424,2,nm0663177,actor,\N,"[""Jerry Smith"",""Jerry"",""Agent""]"
33203378,tt2861424,3,nm0334561,actress,\N,"[""Summer Smith"",""Summer"",""Dream Summer""]"
33203379,tt2861424,4,nm0149950,actress,\N,"[""Beth Smith"",""Beth"",""Gazorpian""]"
33203380,tt2861424,5,nm1363595,writer,created by,\N
33203381,tt2861424,6,nm1312566,actress,\N,"[""Jessica"",""Rick's Computer"",""Additional Voices""]"
33203382,tt2861424,7,nm0005606,actor,\N,"[""Abradolph Lincler"",""Abradolf Lincoler"",""Additional Voices""]"
33203383,tt2861424,8,nm0444786,actor,\N,"[""Squanchy"",""Additional Voices"",""Tour Guide""]"
33203384,tt2861424,9,nm1807425,actor,\N,"[""Mr. Goldenfold"",""Black Mailman"",""Federation Personnel""]"
33942471,tt3200980,10,nm1786083,composer,\N,\N
33942472,tt3200980,1,nm1119340,actor,\N,"[""Calvin""]"
33942473,tt3200980,2,nm6081713,actor,\N,"[""Produce""]"
33942474,tt3200980,3,nm3591790,actress,\N,"[""Katie""]"
33942475,tt3200980,4,nm4031759,actor,\N,"[""Colt""]"
33942476,tt3200980,5,nm0235822,director,\N,\N
33942477,tt3200980,6,nm5978348,producer,producer,\N
33942478,tt3200980,7,nm1504678,producer,producer,\N
33942479,tt3200980,8,nm3065255,producer,producer,\N
33942480,tt3200980,9,nm2470676,producer,producer,\N
34217165,tt3316796,10,nm1383735,writer,written by,\N
34217166,tt3316796,1,nm0511088,actor,\N,"[""Rick Grimes""]"
34217167,tt3316796,2,nm0005342,actor,\N,"[""Daryl Dixon""]"
34217168,tt3316796,3,nm3081796,actor,\N,"[""Glenn Rhee""]"
34217169,tt3316796,4,nm1659348,actress,\N,"[""Maggie Rhee""]"
34217170,tt3316796,5,nm0225416,director,\N,\N
34217171,tt3316796,6,nm0001104,writer,creator,\N
34217172,tt3316796,7,nm3079117,writer,based on the series of graphic novels by,\N
34217173,tt3316796,8,nm3877885,writer,based on the series of graphic novels by,\N
34217174,tt3316796,9,nm1891501,writer,based on the series of graphic novels by,\N
35238388,tt3741634,10,nm0722676,actress,\N,"[""Rize Kamishiro"",""Additional Voices""]"
35238389,tt3741634,1,nm5137121,actor,\N,"[""Kaneki Ken"",""Ken Kaneki""]"
35238390,tt3741634,2,nm4045170,actor,\N,"[""Ken Kaneki""]"
35238391,tt3741634,3,nm1754270,actress,\N,"[""Touka Kirishima""]"
35238392,tt3741634,4,nm6233871,actress,\N,"[""Touka Kirishima""]"
35238393,tt3741634,5,nm5157463,actor,\N,"[""Hideyoshi Nagachika"",""Additional Voices""]"
35238394,tt3741634,6,nm0377365,actor,\N,"[""Yoshimura""]"
35238395,tt3741634,7,nm0568772,actor,\N,"[""Kotaro Amon""]"
35238396,tt3741634,8,nm4494459,actress,\N,"[""Hinami Fueguchi""]"
35238397,tt3741634,9,nm0754526,actor,\N,"[""Jason"",""Yamori""]"
35522942,tt3859272,10,nm4034667,producer,producer,\N
35522943,tt3859272,1,nm6552202,actress,\N,"[""Sadie Cunningham""]"
35522944,tt3859272,2,nm3381295,actress,\N,"[""McKayla Hooper""]"
35522945,tt3859272,3,nm4425051,actor,\N,"[""Jordan Welch""]"
35522946,tt3859272,4,nm0243806,actor,\N,"[""Lowell""]"
35522947,tt3859272,5,nm3225709,director,\N,\N
35522948,tt3859272,6,nm3273770,writer,\N,\N
35522949,tt3859272,7,nm6016499,writer,based on an original screenplay by,\N
35522950,tt3859272,8,nm3875898,producer,producer,\N
35522951,tt3859272,9,nm2352307,producer,producer,\N
35904755,tt4047038,10,nm1002664,actor,\N,"[""Martin""]"
35904756,tt4047038,1,nm1154650,actor,\N,"[""Dirk Gently""]"
35904757,tt4047038,2,nm0000704,actor,\N,"[""Todd Brotzman""]"
35904758,tt4047038,3,nm2000954,actress,\N,"[""Amanda Brotzman""]"
35904759,tt4047038,4,nm7100118,actress,\N,"[""Farah Black""]"
35904760,tt4047038,5,nm0484840,writer,created for television by,\N
35904761,tt4047038,6,nm0461945,actor,\N,"[""Ken""]"
35904762,tt4047038,7,nm1682420,actor,\N,"[""Sgt. Hugo Friedkin""]"
35904763,tt4047038,8,nm1875040,actress,\N,"[""Bart Curlish""]"
35904764,tt4047038,9,nm1859543,actor,\N,"[""Vogel""]"
36230462,tt4189492,10,nm4023073,actress,\N,"[""Rosa"",""Bosa""]"
36230463,tt4189492,1,nm0059431,actor,\N,"[""Josh Greenberg""]"
36230464,tt4189492,2,nm2765191,actor,\N,"[""Mike""]"
36230465,tt4189492,3,nm3138882,actress,\N,"[""Liz"",""Liz Greenberg""]"
36230466,tt4189492,4,nm0241208,actress,\N,"[""Patti""]"
36230467,tt4189492,5,nm2919995,writer,based on the book by,\N
36230468,tt4189492,6,nm0571897,actor,\N,"[""Tom""]"
36230469,tt4189492,7,nm4224109,actress,\N,"[""Maggie""]"
36230470,tt4189492,8,nm3818748,actress,\N,"[""Lucy""]"
36230471,tt4189492,9,nm1638236,actor,\N,"[""Charles Powell"",""Boss""]"
36493158,tt4307902,10,nm0004958,actress,\N,"[""Francis""]"
36493159,tt4307902,1,nm4273797,actor,\N,"[""Jerrod Carmichael""]"
36493160,tt4307902,2,nm0828226,actress,\N,"[""Maxine""]"
36493161,tt4307902,3,nm2577076,actor,\N,"[""Bobby Carmichael""]"
36493162,tt4307902,4,nm1840504,actress,\N,"[""Nekeisha""]"
36493163,tt4307902,5,nm6204450,writer,created by,\N
36493164,tt4307902,6,nm6144403,writer,created by,\N
36493165,tt4307902,7,nm0831557,writer,created by,\N
36493166,tt4307902,8,nm0222643,actress,\N,"[""Cynthia Carmichael""]"
36493167,tt4307902,9,nm0004979,actor,\N,"[""Joe Carmichael""]"
36545649,tt4329810,10,nm6416369,editor,\N,\N
36545650,tt4329810,1,nm1057928,self,\N,"[""Self""]"
36545651,tt4329810,2,nm0085405,self,\N,"[""Self""]"
36545652,tt4329810,3,nm0001136,self,\N,"[""Self""]"
36545653,tt4329810,4,nm0001233,self,\N,"[""Self""]"
36545654,tt4329810,5,nm0940035,director,\N,\N
36545655,tt4329810,6,nm1517185,producer,producer,\N
36545656,tt4329810,7,nm3255535,composer,\N,\N
36545657,tt4329810,8,nm5339474,composer,\N,\N
36545658,tt4329810,9,nm0616899,editor,\N,\N
36754494,tt4419214,10,nm0761572,actor,\N,"[""Prosper Denton""]"
36754495,tt4419214,1,nm2179180,actress,\N,"[""Nova Bordelon""]"
36754496,tt4419214,2,nm0306888,actress,\N,"[""Charley Bordelon West"",""Charley Bordelon""]"
36754497,tt4419214,3,nm2492243,actor,\N,"[""Ralph Angel Bordelon""]"
36754498,tt4419214,4,nm0234174,actor,\N,"[""Hollywood Desonier""]"
36754499,tt4419214,5,nm1148550,writer,created for television by,\N
36754500,tt4419214,6,nm5808666,actor,\N,"[""Micah West""]"
36754501,tt4419214,7,nm0509824,actress,\N,"[""Violet Bordelon""]"
36754502,tt4419214,8,nm0493161,actress,\N,"[""Darla""]"
36754503,tt4419214,9,nm7698748,actor,\N,"[""Blue Bordelon""]"
37028926,tt4536768,10,nm2094452,cinematographer,\N,\N
37028927,tt4536768,1,nm1553725,actor,\N,"[""Sy Lombrok""]"
37028928,tt4536768,2,nm0534205,actor,\N,"[""Lt. Kane Sommerville""]"
37028929,tt4536768,3,nm1456970,actress,\N,"[""Gyp""]"
37028930,tt4536768,4,nm1047329,actor,\N,"[""Bill""]"
37028931,tt4536768,5,nm2325065,director,\N,\N
37028932,tt4536768,6,nm2380520,writer,\N,\N
37028933,tt4536768,7,nm2734583,producer,producer,\N
37028934,tt4536768,8,nm2379646,producer,producer,\N
37028935,tt4536768,9,nm1053344,producer,producer,\N
37112778,tt4574736,10,nm2335252,actor,\N,"[""Jojiro Takajo""]"
37112779,tt4574736,1,nm2146022,actor,\N,"[""Yuu Otosaka""]"
37112780,tt4574736,2,nm4785118,actress,\N,"[""Nao Tomori""]"
37112781,tt4574736,3,nm7139974,actress,\N,"[""Ayumi Otosaka""]"
37112782,tt4574736,4,nm1738264,actor,\N,"[""Joujirou Takajou"",""Jojiro Takajo""]"
37112783,tt4574736,5,nm4987686,actress,\N,"[""Yusa Nishimori"",""Misa Nishimori""]"
37112784,tt4574736,6,nm2616557,actor,\N,"[""Yuu Otosaka""]"
37112785,tt4574736,7,nm2299231,actress,\N,"[""Ayumi Otosaka""]"
37112786,tt4574736,8,nm2876104,actress,\N,"[""Yusa Nishimori"",""Misa Kurobane"",""Misa Nishimori""]"
37112787,tt4574736,9,nm8427541,actor,\N,"[""Additional Voices""]"
37831235,tt4903242,10,nm4464409,actress,\N,"[""Federal Agent"",""Agent Mary""]"
37831236,tt4903242,1,nm0428319,actor,\N,"[""Nate Parker""]"
37831237,tt4903242,2,nm0954036,actress,\N,"[""Robin Parker"",""BJ""]"
37831238,tt4903242,3,nm3406379,actress,\N,"[""Delilah Parker""]"
37831239,tt4903242,4,nm6312346,actor,\N,"[""Jared Parker""]"
37831240,tt4903242,5,nm1200650,writer,created by,\N
37831241,tt4903242,6,nm4427331,actress,\N,"[""Vanessa""]"
37831242,tt4903242,7,nm1128574,actress,\N,"[""Edie""]"
37831243,tt4903242,8,nm0143295,actor,\N,"[""Joe Delicious""]"
37831244,tt4903242,9,nm0716277,actor,\N,"[""Gene""]"
38149824,tt5056196,10,nm4339544,actor,\N,"[""McWatt""]"
38149825,tt5056196,1,nm3571592,actor,\N,"[""Yossarian""]"
38149826,tt5056196,2,nm0151419,actor,\N,"[""Colonel Cathcart""]"
38149827,tt5056196,3,nm4415491,actor,\N,"[""Milo""]"
38149828,tt5056196,4,nm1969169,actor,\N,"[""Aarfy""]"
38149829,tt5056196,5,nm1729294,writer,developed by,\N
38149830,tt5056196,6,nm2391575,writer,developed by,\N
38149831,tt5056196,7,nm2269032,actor,\N,"[""Orr""]"
38149832,tt5056196,8,nm0640413,actor,\N,"[""Lt. Colonel Korn""]"
38149833,tt5056196,9,nm3271473,actor,\N,"[""Nately""]"
38232667,tt5093026,10,nm0074851,producer,producer,\N
38232668,tt5093026,1,nm0402271,actor,\N,"[""Henri Charri猫re ('Papillon')""]"
38232669,tt5093026,2,nm4986118,actor,\N,"[""Doorman""]"
38232670,tt5093026,3,nm0265457,actor,\N,"[""Jean Castili""]"
38232671,tt5093026,4,nm4412040,actor,\N,"[""Accountant""]"
38232672,tt5093026,5,nm1840064,director,\N,\N
38232673,tt5093026,6,nm3360706,writer,screenplay by,\N
38232674,tt5093026,7,nm0153508,writer,"based upon the books ""Papillon"" and ""Banco"" by",\N
38232675,tt5093026,8,nm0874308,writer,"based upon the 1973 screenplay ""Papillon"" by",\N
38232676,tt5093026,9,nm0783913,writer,"based upon the 1973 screenplay ""Papillon"" by",\N
39043372,tt5462326,10,nm2003870,editor,\N,\N
39043373,tt5462326,1,nm0000115,actor,\N,"[""Brent""]"
39043374,tt5462326,2,nm0004757,actress,\N,"[""Kendall""]"
39043375,tt5462326,3,nm3453476,actress,\N,"[""Carly""]"
39043376,tt5462326,4,nm6236879,actor,\N,"[""Josh""]"
39043377,tt5462326,5,nm0962729,director,\N,\N
39043378,tt5462326,6,nm4043287,producer,executive producer,\N
39043379,tt5462326,7,nm2591283,producer,producer,\N
39043380,tt5462326,8,nm0669050,cinematographer,\N,\N
39043381,tt5462326,9,nm2401009,editor,\N,\N
39331946,tt5583512,10,nm1630917,actor,\N,"[""Josh""]"
39331947,tt5583512,1,nm0001004,actor,\N,"[""John Cardinal""]"
39331948,tt5583512,2,nm0888468,actress,\N,"[""Lise Delorme""]"
39331949,tt5583512,3,nm0861038,actress,\N,"[""Noelle Dyson""]"
39331950,tt5583512,4,nm1047913,actor,\N,"[""Detective Jerry Commanda"",""Det. Jerry Commanda""]"
39331951,tt5583512,5,nm0236105,actor,\N,"[""Detective McLeod""]"
39331952,tt5583512,6,nm2301677,actress,\N,"[""Catherine Cardinal""]"
39331953,tt5583512,7,nm3664362,actor,\N,"[""Detective Ash Kular""]"
39331954,tt5583512,8,nm5628646,actor,\N,"[""Constable Derek Fox"",""Constable Fox"",""Constable K. Fox""]"
39331955,tt5583512,9,nm2082530,actress,\N,"[""Kelly Cardinal""]"
40160751,tt5918982,10,nm1546919,composer,\N,\N
40160752,tt5918982,1,nm2057859,actress,\N,"[""Tasya Vos""]"
40160753,tt5918982,2,nm3571592,actor,\N,"[""Colin Tate""]"
40160754,tt5918982,3,nm0000492,actress,\N,"[""Girder""]"
40160755,tt5918982,4,nm1160472,actor,\N,"[""Michael Vos""]"
40160756,tt5918982,5,nm0188722,director,\N,\N
40160757,tt5918982,6,nm4350218,producer,producer,\N
40160758,tt5918982,7,nm0275651,producer,producer,\N
40160759,tt5918982,8,nm2844322,producer,producer,\N
40160760,tt5918982,9,nm0823288,producer,producer,\N
40675373,tt6128254,10,nm0055499,actress,\N,"[""Anita Jones""]"
40675374,tt6128254,1,nm0751518,actor,\N,"[""Sean 'Dud' Dudley""]"
40675375,tt6128254,2,nm0421116,actor,\N,"[""Ernie Fontaine""]"
40675376,tt6128254,3,nm3250161,actress,\N,"[""Liz Dudley""]"
40675377,tt6128254,4,nm0256599,actress,\N,"[""Connie Clark""]"
40675378,tt6128254,5,nm8492187,writer,created by,\N
40675379,tt6128254,6,nm0664727,actor,\N,"[""Blaise St. John""]"
40675380,tt6128254,7,nm0469503,actor,\N,"[""Scott Miller""]"
40675381,tt6128254,8,nm1157209,actor,\N,"[""Big Ben Peters""]"
40675382,tt6128254,9,nm1281943,actor,\N,"[""Gil Sandoval""]"
40861248,tt6205872,10,nm2397168,producer,producer,\N
40861249,tt6205872,1,nm3747611,actress,\N,"[""Lily""]"
40861250,tt6205872,2,nm8821143,actress,\N,"[""Em""]"
